customer_id,age,gender,region_category,membership_category,membership_grouped
26424,20,M,Town,No Membership,No Membership
26425,23,M,Town,Gold Membership,Paid
26426,23,M,City,Basic Membership,Basic
26427,21,F,Town,Basic Membership,Basic
26428,29,F,Town,Silver Membership,Paid
26429,59,F,City,Platinum Membership,Paid
26430,64,M,Town,Basic Membership,Basic
26431,21,F,Town,Premium Membership,Paid
26432,34,F,Village,Basic Membership,Basic
26433,19,M,Village,Platinum Membership,Paid
26434,16,M,Town,Silver Membership,Paid
26435,35,M,City,Basic Membership,Basic
26436,31,M,City,No Membership,No Membership
26437,23,M,Town,Premium Membership,Paid
26438,36,F,Town,Premium Membership,Paid
26439,50,F,City,Premium Membership,Paid
26440,10,M,Town,Premium Membership,Paid
26441,62,M,Town,Silver Membership,Paid
26442,60,M,City,No Membership,No Membership
26443,61,M,City,Basic Membership,Basic
26444,31,F,Town,No Membership,No Membership
26445,55,F,Town,No Membership,No Membership
26446,56,F,City,Silver Membership,Paid
26447,64,M,Town,Silver Membership,Paid
26448,54,M,Town,Silver Membership,Paid
26449,28,M,City,Silver Membership,Paid
26450,20,M,Town,No Membership,No Membership
26451,25,F,City,No Membership,No Membership
26452,39,F,Town,Basic Membership,Basic
26453,50,F,Town,Silver Membership,Paid
26454,45,F,Town,Silver Membership,Paid
26455,61,F,Town,Gold Membership,Paid
26456,16,F,Town,Silver Membership,Paid
26457,47,M,Town,No Membership,No Membership
26458,11,F,Town,Gold Membership,Paid
26459,36,F,City,Basic Membership,Basic
26460,21,M,City,No Membership,No Membership
26461,26,M,City,Gold Membership,Paid
26462,38,M,City,Premium Membership,Paid
26463,28,F,City,Basic Membership,Basic
26464,21,M,Town,Platinum Membership,Paid
26465,36,F,Village,Platinum Membership,Paid
26466,56,M,Town,Basic Membership,Basic
26467,14,F,Village,Premium Membership,Paid
26468,21,F,City,No Membership,No Membership
26469,54,F,City,Silver Membership,Paid
26470,17,M,Town,Platinum Membership,Paid
26471,59,F,Town,Basic Membership,Basic
26472,44,F,Town,Premium Membership,Paid
26473,44,F,Town,No Membership,No Membership
26474,61,M,Town,Basic Membership,Basic
26475,30,F,City,Premium Membership,Paid
26476,58,M,City,No Membership,No Membership
26477,38,F,City,No Membership,No Membership
26478,38,M,Village,Silver Membership,Paid
26479,50,F,Town,No Membership,No Membership
26480,43,F,City,Silver Membership,Paid
26481,59,M,Town,Platinum Membership,Paid
26482,53,M,Town,Premium Membership,Paid
26483,39,F,City,No Membership,No Membership
26484,59,M,City,Platinum Membership,Paid
26485,12,M,Town,Platinum Membership,Paid
26486,44,F,Town,Premium Membership,Paid
26487,59,M,City,Silver Membership,Paid
26488,51,F,Town,No Membership,No Membership
26489,10,F,City,Platinum Membership,Paid
26490,30,F,Village,Silver Membership,Paid
26491,13,F,City,Basic Membership,Basic
26492,12,M,Town,Platinum Membership,Paid
26493,49,F,Town,Silver Membership,Paid
26494,36,M,Town,Platinum Membership,Paid
26495,58,F,Town,Basic Membership,Basic
26496,57,F,Town,Platinum Membership,Paid
26497,39,M,Town,Gold Membership,Paid
26498,54,M,City,Gold Membership,Paid
26499,29,F,Town,Premium Membership,Paid
26500,21,M,Town,Basic Membership,Basic
26501,44,M,City,Premium Membership,Paid
26502,23,M,Town,No Membership,No Membership
26503,38,M,Town,Silver Membership,Paid
26504,49,F,Town,No Membership,No Membership
26505,53,M,Town,Silver Membership,Paid
26506,47,F,Town,Gold Membership,Paid
26507,47,F,City,Premium Membership,Paid
26508,26,F,City,Silver Membership,Paid
26509,48,M,City,Platinum Membership,Paid
26510,29,F,Town,Basic Membership,Basic
26511,30,F,City,No Membership,No Membership
26512,39,F,City,Premium Membership,Paid
26513,16,F,City,Platinum Membership,Paid
26514,53,F,Town,No Membership,No Membership
26515,55,F,Town,Silver Membership,Paid
26516,58,M,Town,Basic Membership,Basic
26517,25,M,City,Gold Membership,Paid
26518,51,F,Town,Premium Membership,Paid
26519,40,F,Village,No Membership,No Membership
26520,28,F,Town,Gold Membership,Paid
26521,40,F,Town,Basic Membership,Basic
26522,53,F,City,Premium Membership,Paid
26523,40,M,City,Gold Membership,Paid
26524,49,M,Town,Platinum Membership,Paid
26525,13,F,City,No Membership,No Membership
26526,15,F,Town,Gold Membership,Paid
26527,41,F,City,Silver Membership,Paid
26528,49,F,City,Platinum Membership,Paid
26529,28,M,City,Platinum Membership,Paid
26530,16,M,Town,Premium Membership,Paid
26531,22,M,Town,Gold Membership,Paid
26532,25,F,City,Platinum Membership,Paid
26533,20,M,City,Basic Membership,Basic
26534,43,M,Village,Silver Membership,Paid
26535,26,M,Town,No Membership,No Membership
26536,43,M,Town,Premium Membership,Paid
26537,32,M,Town,No Membership,No Membership
26538,11,M,Town,Gold Membership,Paid
26539,50,F,City,Silver Membership,Paid
26540,11,M,Town,Gold Membership,Paid
26541,10,F,Town,Basic Membership,Basic
26542,61,M,Town,Basic Membership,Basic
26543,15,F,Town,Silver Membership,Paid
26544,32,F,Town,Gold Membership,Paid
26545,24,M,Town,No Membership,No Membership
26546,57,M,City,Gold Membership,Paid
26547,31,M,Town,Platinum Membership,Paid
26548,27,M,Town,Gold Membership,Paid
26549,22,M,Town,Basic Membership,Basic
26550,41,F,Town,Premium Membership,Paid
26551,61,F,Town,No Membership,No Membership
26552,21,F,City,Platinum Membership,Paid
26553,61,F,City,No Membership,No Membership
26554,49,F,City,Basic Membership,Basic
26555,21,M,Town,Silver Membership,Paid
26556,38,M,Town,Silver Membership,Paid
26557,25,M,Town,Gold Membership,Paid
26558,19,F,Town,Platinum Membership,Paid
26559,63,F,City,Basic Membership,Basic
26560,57,F,Village,Gold Membership,Paid
26561,43,F,City,Basic Membership,Basic
26562,19,F,City,Basic Membership,Basic
26563,58,M,Village,Basic Membership,Basic
26564,29,F,Town,Platinum Membership,Paid
26565,45,F,Town,Premium Membership,Paid
26566,51,F,Town,No Membership,No Membership
26567,44,M,Town,Premium Membership,Paid
26568,60,M,City,Silver Membership,Paid
26569,15,M,Town,Gold Membership,Paid
26570,52,M,City,Basic Membership,Basic
26571,63,M,Town,Silver Membership,Paid
26572,63,M,Town,Premium Membership,Paid
26573,22,M,City,Silver Membership,Paid
26574,50,F,Town,No Membership,No Membership
26575,41,M,Town,Basic Membership,Basic
26576,21,M,Town,Silver Membership,Paid
26577,46,F,Town,Basic Membership,Basic
26578,44,M,City,Premium Membership,Paid
26579,15,F,Town,No Membership,No Membership
26580,39,F,City,No Membership,No Membership
26581,52,M,Town,Silver Membership,Paid
26582,50,F,Town,Gold Membership,Paid
26583,61,M,Village,Silver Membership,Paid
26584,23,M,Town,No Membership,No Membership
26585,54,F,Town,Platinum Membership,Paid
26586,39,F,Town,No Membership,No Membership
26587,30,F,Town,Basic Membership,Basic
26588,22,F,Town,Gold Membership,Paid
26589,38,F,Town,Platinum Membership,Paid
26590,51,M,City,No Membership,No Membership
26591,57,F,Town,No Membership,No Membership
26592,15,F,Village,No Membership,No Membership
26593,22,M,Town,Platinum Membership,Paid
26594,18,F,City,Basic Membership,Basic
26595,26,M,City,No Membership,No Membership
26596,14,M,Town,No Membership,No Membership
26597,37,M,City,No Membership,No Membership
26598,25,M,Village,No Membership,No Membership
26599,35,F,Town,Basic Membership,Basic
26600,17,M,Town,No Membership,No Membership
26601,25,F,Town,Basic Membership,Basic
26602,16,F,City,Basic Membership,Basic
26603,26,M,City,No Membership,No Membership
26604,44,M,City,Basic Membership,Basic
26605,51,M,Town,Premium Membership,Paid
26606,61,F,Town,Basic Membership,Basic
26607,55,M,Village,Gold Membership,Paid
26608,64,F,City,No Membership,No Membership
26609,32,F,Town,Premium Membership,Paid
26610,16,M,Town,Basic Membership,Basic
26611,37,M,Town,Basic Membership,Basic
26612,61,M,Town,Silver Membership,Paid
26613,50,F,Town,Basic Membership,Basic
26614,39,F,City,Gold Membership,Paid
26615,34,F,Town,Gold Membership,Paid
26616,42,F,Village,Platinum Membership,Paid
26617,21,F,City,Silver Membership,Paid
26618,34,F,Town,Gold Membership,Paid
26619,12,F,City,Silver Membership,Paid
26620,55,M,City,Silver Membership,Paid
26621,43,F,Town,Premium Membership,Paid
26622,61,M,Town,Basic Membership,Basic
26623,38,M,City,Premium Membership,Paid
26624,39,F,City,No Membership,No Membership
26625,34,M,City,Silver Membership,Paid
26626,54,F,City,Gold Membership,Paid
26627,64,F,City,Basic Membership,Basic
26628,20,F,City,Premium Membership,Paid
26629,63,F,City,Basic Membership,Basic
26630,14,M,Village,Platinum Membership,Paid
26631,13,F,Town,Basic Membership,Basic
26632,16,F,City,Gold Membership,Paid
26633,40,M,City,Gold Membership,Paid
26634,30,M,City,Gold Membership,Paid
26635,23,F,Town,Gold Membership,Paid
26636,49,M,City,Silver Membership,Paid
26637,16,M,Town,Premium Membership,Paid
26638,60,M,Town,Basic Membership,Basic
26639,11,F,City,Platinum Membership,Paid
26640,55,M,Village,Platinum Membership,Paid
26641,28,F,City,Basic Membership,Basic
26642,19,F,City,Premium Membership,Paid
26643,26,F,Town,Silver Membership,Paid
26644,64,F,Town,Gold Membership,Paid
26645,14,M,Town,Silver Membership,Paid
26646,29,M,Town,No Membership,No Membership
26647,46,F,City,Silver Membership,Paid
26648,15,M,Town,Premium Membership,Paid
26649,39,F,City,No Membership,No Membership
26650,24,F,City,Basic Membership,Basic
26651,63,M,City,Gold Membership,Paid
26652,27,F,Town,Platinum Membership,Paid
26653,14,M,City,No Membership,No Membership
26654,57,M,City,Basic Membership,Basic
26655,27,F,Town,Silver Membership,Paid
26656,59,M,Town,No Membership,No Membership
26657,46,F,City,Premium Membership,Paid
26658,13,M,Village,Basic Membership,Basic
26659,47,F,Town,Silver Membership,Paid
26660,52,M,City,Silver Membership,Paid
26661,63,M,Town,Silver Membership,Paid
26662,17,M,Village,Gold Membership,Paid
26663,60,F,Village,Platinum Membership,Paid
26664,57,F,Village,Premium Membership,Paid
26665,28,M,Town,Basic Membership,Basic
26666,38,F,Town,Gold Membership,Paid
26667,32,M,Village,Platinum Membership,Paid
26668,32,F,Town,No Membership,No Membership
26669,59,F,City,Gold Membership,Paid
26670,16,F,City,Platinum Membership,Paid
26671,10,M,Village,No Membership,No Membership
26672,30,M,City,Basic Membership,Basic
26673,32,F,Town,Platinum Membership,Paid
26674,44,M,Village,Basic Membership,Basic
26675,42,F,Town,Gold Membership,Paid
26676,60,F,Town,No Membership,No Membership
26677,18,M,Town,No Membership,No Membership
26678,59,F,Village,Silver Membership,Paid
26679,17,M,Village,Gold Membership,Paid
26680,32,M,City,Basic Membership,Basic
26681,42,M,Village,Gold Membership,Paid
26682,26,F,Town,Silver Membership,Paid
26683,20,M,Village,Gold Membership,Paid
26684,58,M,Town,Basic Membership,Basic
26685,63,F,Town,Premium Membership,Paid
26686,20,M,City,Basic Membership,Basic
26687,12,M,Town,Platinum Membership,Paid
26688,41,F,City,Basic Membership,Basic
26689,13,M,Town,No Membership,No Membership
26690,52,F,City,Gold Membership,Paid
26691,47,M,Town,Gold Membership,Paid
26692,16,M,Village,Basic Membership,Basic
26693,36,M,Village,Gold Membership,Paid
26694,15,F,Village,Platinum Membership,Paid
26695,58,M,Town,Basic Membership,Basic
26696,40,F,City,Platinum Membership,Paid
26697,38,F,Town,No Membership,No Membership
26698,54,M,City,Basic Membership,Basic
26699,58,M,Town,Basic Membership,Basic
26700,23,F,Town,Platinum Membership,Paid
26701,56,F,Village,No Membership,No Membership
26702,62,M,Village,Platinum Membership,Paid
26703,62,F,Town,Gold Membership,Paid
26704,36,M,Town,Silver Membership,Paid
26705,53,M,City,Premium Membership,Paid
26706,12,M,City,Gold Membership,Paid
26707,15,F,Town,Premium Membership,Paid
26708,23,F,Town,Silver Membership,Paid
26709,17,M,City,Silver Membership,Paid
26710,24,F,City,Platinum Membership,Paid
26711,44,F,Village,Platinum Membership,Paid
26712,52,M,Town,Silver Membership,Paid
26713,39,F,City,Basic Membership,Basic
26714,33,M,Village,No Membership,No Membership
26715,35,F,Town,Basic Membership,Basic
26716,25,M,Town,No Membership,No Membership
26717,26,M,Town,Platinum Membership,Paid
26718,43,M,Town,Basic Membership,Basic
26719,24,M,Town,Gold Membership,Paid
26720,18,M,Town,Basic Membership,Basic
26721,10,M,Village,Premium Membership,Paid
26722,43,F,Town,Basic Membership,Basic
26723,20,F,City,Gold Membership,Paid
26724,40,M,City,Gold Membership,Paid
26725,24,F,Village,Silver Membership,Paid
26726,26,M,Town,Premium Membership,Paid
26727,45,F,Town,Basic Membership,Basic
26728,51,M,City,Premium Membership,Paid
26729,18,M,Town,Silver Membership,Paid
26730,21,F,City,Silver Membership,Paid
26731,30,F,Town,Platinum Membership,Paid
26732,49,F,Town,Premium Membership,Paid
26733,60,F,Village,Platinum Membership,Paid
26734,15,F,Town,Silver Membership,Paid
26735,35,M,Town,Platinum Membership,Paid
26736,29,M,Town,Basic Membership,Basic
26737,20,F,Town,Basic Membership,Basic
26738,27,M,City,Gold Membership,Paid
26739,38,F,Town,Gold Membership,Paid
26740,59,M,Town,No Membership,No Membership
26741,34,M,City,Silver Membership,Paid
26742,57,F,Town,Gold Membership,Paid
26743,12,M,City,No Membership,No Membership
26744,58,F,City,Basic Membership,Basic
26745,12,F,Town,Silver Membership,Paid
26746,25,M,City,Premium Membership,Paid
26747,57,M,Village,Silver Membership,Paid
26748,28,F,Village,No Membership,No Membership
26749,26,M,Town,Gold Membership,Paid
26750,20,M,City,Premium Membership,Paid
26751,18,F,Town,Gold Membership,Paid
26752,25,F,Town,Basic Membership,Basic
26753,18,F,City,Gold Membership,Paid
26754,38,M,Village,Silver Membership,Paid
26755,25,F,Town,Platinum Membership,Paid
26756,38,M,Town,Gold Membership,Paid
26757,58,F,City,Silver Membership,Paid
26758,17,F,Town,Gold Membership,Paid
26759,24,M,City,Gold Membership,Paid
26760,26,M,Town,Gold Membership,Paid
26761,54,M,Town,Basic Membership,Basic
26762,53,F,Town,No Membership,No Membership
26763,35,F,City,No Membership,No Membership
26764,51,M,Village,Gold Membership,Paid
26765,55,F,City,No Membership,No Membership
26766,64,F,City,Silver Membership,Paid
26767,55,F,Town,Basic Membership,Basic
26768,10,F,City,Platinum Membership,Paid
26769,37,F,Town,No Membership,No Membership
26770,16,M,Town,Premium Membership,Paid
26771,51,M,Village,Silver Membership,Paid
26772,13,F,City,No Membership,No Membership
26773,54,M,Town,No Membership,No Membership
26774,35,F,Town,No Membership,No Membership
26775,45,M,Town,Premium Membership,Paid
26776,53,F,City,Silver Membership,Paid
26777,19,M,City,No Membership,No Membership
26778,22,M,Village,Gold Membership,Paid
26779,20,F,Village,Gold Membership,Paid
26780,45,M,Town,No Membership,No Membership
26781,44,F,City,Platinum Membership,Paid
26782,44,M,Town,Basic Membership,Basic
26783,42,F,City,Basic Membership,Basic
26784,12,F,Town,No Membership,No Membership
26785,38,M,City,Premium Membership,Paid
26786,44,M,Town,Platinum Membership,Paid
26787,41,M,City,Gold Membership,Paid
26788,48,M,City,Platinum Membership,Paid
26789,53,F,City,Basic Membership,Basic
26790,19,F,Village,Silver Membership,Paid
26791,43,M,Town,No Membership,No Membership
26792,35,F,Town,Silver Membership,Paid
26793,43,F,City,No Membership,No Membership
26794,23,M,City,Premium Membership,Paid
26795,33,M,City,Silver Membership,Paid
26796,37,F,Town,Gold Membership,Paid
26797,47,F,Town,Premium Membership,Paid
26798,22,F,Town,Premium Membership,Paid
26799,33,F,City,Silver Membership,Paid
26800,47,M,Village,Gold Membership,Paid
26801,50,F,City,Premium Membership,Paid
26802,13,F,Town,No Membership,No Membership
26803,13,M,Town,Silver Membership,Paid
26804,15,M,Town,Gold Membership,Paid
26805,32,F,City,Silver Membership,Paid
26806,34,M,Town,Basic Membership,Basic
26807,37,F,Town,Basic Membership,Basic
26808,20,F,Town,Premium Membership,Paid
26809,12,F,Town,Silver Membership,Paid
26810,46,M,Town,Silver Membership,Paid
26811,58,M,City,Gold Membership,Paid
26812,21,F,Town,Silver Membership,Paid
26813,26,M,Village,No Membership,No Membership
26814,47,F,Town,No Membership,No Membership
26815,19,F,City,Platinum Membership,Paid
26816,47,F,Town,No Membership,No Membership
26817,49,F,Town,No Membership,No Membership
26818,46,F,City,Silver Membership,Paid
26819,21,M,Town,Platinum Membership,Paid
26820,12,F,City,Platinum Membership,Paid
26821,12,M,Village,No Membership,No Membership
26822,14,M,City,Basic Membership,Basic
26823,37,F,Town,Premium Membership,Paid
26824,14,F,Town,Premium Membership,Paid
26825,41,M,Town,Premium Membership,Paid
26826,30,M,City,Gold Membership,Paid
26827,13,M,City,No Membership,No Membership
26828,40,F,Town,Gold Membership,Paid
26829,61,F,Town,Gold Membership,Paid
26830,44,M,Village,No Membership,No Membership
26831,46,M,Village,No Membership,No Membership
26832,30,F,Town,Gold Membership,Paid
26833,24,M,City,No Membership,No Membership
26834,63,M,City,Basic Membership,Basic
26835,42,F,Town,Silver Membership,Paid
26836,11,M,City,No Membership,No Membership
26837,64,M,Town,Gold Membership,Paid
26838,34,F,City,Basic Membership,Basic
26839,23,M,Town,No Membership,No Membership
26840,11,M,Village,Gold Membership,Paid
26841,11,M,City,No Membership,No Membership
26842,45,M,City,Platinum Membership,Paid
26843,47,F,City,Gold Membership,Paid
26844,31,M,City,Silver Membership,Paid
26845,51,M,Town,Silver Membership,Paid
26846,47,M,Town,Basic Membership,Basic
26847,62,F,City,Premium Membership,Paid
26848,57,F,Village,Gold Membership,Paid
26849,41,F,City,Silver Membership,Paid
26850,22,M,City,Gold Membership,Paid
26851,50,M,City,Gold Membership,Paid
26852,30,F,City,Basic Membership,Basic
26853,45,M,Town,No Membership,No Membership
26854,63,F,Town,Basic Membership,Basic
26855,42,F,City,Gold Membership,Paid
26856,46,M,Village,Basic Membership,Basic
26857,42,F,City,Platinum Membership,Paid
26858,54,M,Town,Platinum Membership,Paid
26859,59,M,Village,Gold Membership,Paid
26860,45,M,Village,Premium Membership,Paid
26861,52,M,Town,Platinum Membership,Paid
26862,33,M,Town,Premium Membership,Paid
26863,56,F,City,No Membership,No Membership
26864,19,M,City,Premium Membership,Paid
26865,30,F,Town,Basic Membership,Basic
26866,19,M,City,No Membership,No Membership
26867,45,M,Town,Basic Membership,Basic
26868,43,M,City,Silver Membership,Paid
26869,24,F,Town,Gold Membership,Paid
26870,59,F,City,Gold Membership,Paid
26871,39,M,City,Silver Membership,Paid
26872,43,M,Town,Gold Membership,Paid
26873,18,M,Town,Basic Membership,Basic
26874,14,M,Town,Gold Membership,Paid
26875,26,F,Village,Basic Membership,Basic
26876,49,M,Village,No Membership,No Membership
26877,29,F,Town,Basic Membership,Basic
26878,39,M,Town,Silver Membership,Paid
26879,45,M,City,Premium Membership,Paid
26880,42,M,Village,Premium Membership,Paid
26881,54,M,Town,Basic Membership,Basic
26882,60,M,Town,Premium Membership,Paid
26883,34,F,City,No Membership,No Membership
26884,10,F,Town,Platinum Membership,Paid
26885,56,M,Village,Platinum Membership,Paid
26886,35,F,City,No Membership,No Membership
26887,53,F,Village,No Membership,No Membership
26888,25,M,Town,Platinum Membership,Paid
26889,59,F,Town,Basic Membership,Basic
26890,42,F,City,Basic Membership,Basic
26891,57,F,Town,No Membership,No Membership
26892,23,M,City,Basic Membership,Basic
26893,46,F,City,No Membership,No Membership
26894,28,M,Town,Gold Membership,Paid
26895,64,M,City,Gold Membership,Paid
26896,21,M,Town,Silver Membership,Paid
26897,39,F,City,Basic Membership,Basic
26898,48,M,Town,Gold Membership,Paid
26899,32,M,Town,No Membership,No Membership
26900,14,F,Town,Gold Membership,Paid
26901,56,M,Town,No Membership,No Membership
26902,20,F,Village,Gold Membership,Paid
26903,26,F,Town,Gold Membership,Paid
26904,26,M,Town,No Membership,No Membership
26905,10,M,Town,Platinum Membership,Paid
26906,43,M,City,Basic Membership,Basic
26907,29,M,City,Premium Membership,Paid
26908,50,M,Town,Silver Membership,Paid
26909,64,M,Village,Gold Membership,Paid
26910,30,F,City,Gold Membership,Paid
26911,51,F,Village,Gold Membership,Paid
26912,37,M,City,Silver Membership,Paid
26913,51,F,City,Silver Membership,Paid
26914,50,F,Town,No Membership,No Membership
26915,44,F,City,Premium Membership,Paid
26916,20,F,Village,Platinum Membership,Paid
26917,59,M,City,Silver Membership,Paid
26918,54,F,Town,Platinum Membership,Paid
26919,36,F,Village,No Membership,No Membership
26920,12,F,Town,Silver Membership,Paid
26921,25,M,Town,Basic Membership,Basic
26922,24,F,City,Gold Membership,Paid
26923,15,M,Town,Premium Membership,Paid
26924,17,F,City,No Membership,No Membership
26925,28,M,City,Basic Membership,Basic
26926,22,F,Town,Silver Membership,Paid
26927,29,M,Town,No Membership,No Membership
26928,34,M,Town,No Membership,No Membership
26929,59,M,City,Silver Membership,Paid
26930,27,M,Village,Gold Membership,Paid
26931,61,M,City,No Membership,No Membership
26932,36,M,Village,Silver Membership,Paid
26933,53,F,Town,Basic Membership,Basic
26934,43,M,Town,Gold Membership,Paid
26935,64,M,City,Gold Membership,Paid
26936,15,F,Town,Basic Membership,Basic
26937,42,M,Village,Basic Membership,Basic
26938,20,M,Village,Basic Membership,Basic
26939,57,F,Town,Basic Membership,Basic
26940,20,M,City,Basic Membership,Basic
26941,24,F,Village,No Membership,No Membership
26942,26,M,Village,No Membership,No Membership
26943,24,M,Village,Basic Membership,Basic
26944,12,F,Town,Gold Membership,Paid
26945,27,F,City,Basic Membership,Basic
26946,63,M,City,Basic Membership,Basic
26947,50,F,Village,Gold Membership,Paid
26948,62,M,Village,Silver Membership,Paid
26949,59,M,Town,Silver Membership,Paid
26950,47,M,Town,No Membership,No Membership
26951,55,F,Village,Gold Membership,Paid
26952,35,F,Town,No Membership,No Membership
26953,59,F,City,Gold Membership,Paid
26954,51,M,City,Silver Membership,Paid
26955,39,M,City,Basic Membership,Basic
26956,41,F,Town,No Membership,No Membership
26957,56,M,City,Silver Membership,Paid
26958,20,F,City,Basic Membership,Basic
26959,38,M,Town,No Membership,No Membership
26960,28,M,Village,Basic Membership,Basic
26961,26,F,Town,Premium Membership,Paid
26962,39,M,Town,No Membership,No Membership
26963,27,F,Town,Platinum Membership,Paid
26964,27,M,Town,Gold Membership,Paid
26965,16,F,Town,Premium Membership,Paid
26966,36,F,Town,No Membership,No Membership
26967,32,F,Town,Basic Membership,Basic
26968,23,M,Village,No Membership,No Membership
26969,24,F,Village,No Membership,No Membership
26970,22,F,Village,Premium Membership,Paid
26971,19,F,City,Premium Membership,Paid
26972,57,F,Town,Silver Membership,Paid
26973,40,M,Town,Premium Membership,Paid
26974,27,F,City,No Membership,No Membership
26975,55,F,Town,Basic Membership,Basic
26976,56,F,Village,No Membership,No Membership
26977,40,M,Town,Silver Membership,Paid
26978,28,F,Town,Silver Membership,Paid
26979,29,F,Town,Platinum Membership,Paid
26980,11,M,Town,Gold Membership,Paid
26981,28,F,City,Basic Membership,Basic
26982,23,F,Town,Premium Membership,Paid
26983,63,F,Town,Gold Membership,Paid
26984,26,M,Town,Silver Membership,Paid
26985,42,F,Town,Basic Membership,Basic
26986,63,M,City,Gold Membership,Paid
26987,14,F,Town,Gold Membership,Paid
26988,12,F,Town,Gold Membership,Paid
26989,31,M,Town,Gold Membership,Paid
26990,12,M,Town,Premium Membership,Paid
26991,22,F,City,Premium Membership,Paid
26992,44,M,Town,Basic Membership,Basic
26993,26,F,Village,Silver Membership,Paid
26994,34,M,Village,Platinum Membership,Paid
26995,58,F,Village,Platinum Membership,Paid
26996,38,F,Town,No Membership,No Membership
26997,37,M,City,Premium Membership,Paid
26998,52,M,Town,No Membership,No Membership
26999,40,M,City,Gold Membership,Paid
27000,42,M,City,Basic Membership,Basic
27001,49,F,Town,Platinum Membership,Paid
27002,16,F,Town,Basic Membership,Basic
27003,19,F,Town,Premium Membership,Paid
27004,48,F,City,Platinum Membership,Paid
27005,11,M,Town,Platinum Membership,Paid
27006,25,F,Town,Platinum Membership,Paid
27007,48,F,Town,Gold Membership,Paid
27008,12,F,City,Silver Membership,Paid
27009,42,F,City,No Membership,No Membership
27010,35,M,Town,Silver Membership,Paid
27011,46,F,Town,No Membership,No Membership
27012,36,M,City,Platinum Membership,Paid
27013,51,M,City,Gold Membership,Paid
27014,42,M,City,Basic Membership,Basic
27015,62,F,Town,Premium Membership,Paid
27016,63,F,City,Gold Membership,Paid
27017,35,M,City,Silver Membership,Paid
27018,18,F,Town,Platinum Membership,Paid
27019,11,F,City,Gold Membership,Paid
27020,10,F,Town,Basic Membership,Basic
27021,46,F,Town,Premium Membership,Paid
27022,41,F,City,Silver Membership,Paid
27023,31,F,Town,Gold Membership,Paid
27024,19,F,City,No Membership,No Membership
27025,39,F,City,No Membership,No Membership
27026,55,F,Town,No Membership,No Membership
27027,15,F,City,Basic Membership,Basic
27028,27,M,Town,Silver Membership,Paid
27029,55,M,Village,Premium Membership,Paid
27030,21,M,City,Silver Membership,Paid
27031,51,F,City,Silver Membership,Paid
27032,52,F,Village,Basic Membership,Basic
27033,18,F,City,Basic Membership,Basic
27034,16,M,Town,Platinum Membership,Paid
27035,39,M,Town,No Membership,No Membership
27036,20,F,City,Basic Membership,Basic
27037,53,M,Village,Premium Membership,Paid
27038,50,M,Town,Gold Membership,Paid
27039,29,F,Town,No Membership,No Membership
27040,17,F,City,Premium Membership,Paid
27041,22,F,Town,Platinum Membership,Paid
27042,19,M,Village,Basic Membership,Basic
27043,51,F,Town,Premium Membership,Paid
27044,16,M,Town,Basic Membership,Basic
27045,62,F,Town,Silver Membership,Paid
27046,18,F,Village,No Membership,No Membership
27047,42,M,Village,Basic Membership,Basic
27048,59,F,Village,No Membership,No Membership
27049,64,M,Town,Gold Membership,Paid
27050,42,F,Town,Gold Membership,Paid
27051,55,M,Town,Platinum Membership,Paid
27052,45,M,City,Gold Membership,Paid
27053,36,M,Town,Platinum Membership,Paid
27054,52,M,City,No Membership,No Membership
27055,31,F,City,No Membership,No Membership
27056,23,M,Village,Silver Membership,Paid
27057,26,M,Town,No Membership,No Membership
27058,50,F,Town,Premium Membership,Paid
27059,39,M,City,Silver Membership,Paid
27060,56,F,Town,Premium Membership,Paid
27061,20,F,Town,Gold Membership,Paid
27062,50,F,Village,Platinum Membership,Paid
27063,34,F,Town,Platinum Membership,Paid
27064,21,M,Town,Basic Membership,Basic
27065,24,F,Town,Silver Membership,Paid
27066,37,F,City,Premium Membership,Paid
27067,62,F,Town,Basic Membership,Basic
27068,21,F,Town,No Membership,No Membership
27069,34,F,City,No Membership,No Membership
27070,44,M,Town,No Membership,No Membership
27071,51,M,Town,Premium Membership,Paid
27072,63,M,Town,Silver Membership,Paid
27073,49,F,Town,Premium Membership,Paid
27074,30,M,Village,Silver Membership,Paid
27075,63,M,Town,Silver Membership,Paid
27076,27,F,City,No Membership,No Membership
27077,54,M,Village,Basic Membership,Basic
27078,35,F,Village,Gold Membership,Paid
27079,19,F,Village,Basic Membership,Basic
27080,52,M,Town,Silver Membership,Paid
27081,28,M,Town,No Membership,No Membership
27082,55,M,City,No Membership,No Membership
27083,45,M,Town,Gold Membership,Paid
27084,13,M,City,Silver Membership,Paid
27085,37,M,Village,Silver Membership,Paid
27086,13,F,City,Basic Membership,Basic
27087,28,M,Village,No Membership,No Membership
27088,62,F,City,Silver Membership,Paid
27089,53,F,Village,No Membership,No Membership
27090,22,M,Town,Basic Membership,Basic
27091,51,F,Town,No Membership,No Membership
27092,20,F,Town,Gold Membership,Paid
27093,13,M,Town,Basic Membership,Basic
27094,21,F,Town,Platinum Membership,Paid
27095,30,M,Town,No Membership,No Membership
27096,48,F,Town,Basic Membership,Basic
27097,15,F,City,Basic Membership,Basic
27098,54,F,Town,Platinum Membership,Paid
27099,49,F,City,No Membership,No Membership
27100,46,F,Village,Basic Membership,Basic
27101,61,F,Town,Gold Membership,Paid
27102,44,M,City,No Membership,No Membership
