customer_id,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference
30222,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30223,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30224,No,Without Offers,Desktop,Wi-Fi,Yes,No
30225,Yes,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
30226,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30227,Yes,Without Offers,Both,Fiber_Optic,No,Yes
30228,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30229,No,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
30230,Yes,Without Offers,Both,Mobile_Data,Yes,No
30231,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30232,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
30233,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30234,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30235,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
30236,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
30237,No,Without Offers,Desktop,Fiber_Optic,Yes,No
30238,No,Without Offers,Smartphone,Wi-Fi,Yes,No
30239,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30240,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30241,No,Without Offers,Smartphone,Wi-Fi,Yes,Yes
30242,No,Without Offers,Desktop,Mobile_Data,Yes,No
30243,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30244,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
30245,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30246,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30247,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30248,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30249,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
30250,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30251,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
30252,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30253,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30254,No,Without Offers,Desktop,Wi-Fi,Yes,No
30255,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30256,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
30257,No,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
30258,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
30259,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30260,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30261,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30262,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30263,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30264,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30265,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30266,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30267,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
30268,No,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
30269,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30270,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
30271,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
30272,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30273,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30274,No,Without Offers,Both,Fiber_Optic,Yes,No
30275,No,Without Offers,Desktop,Wi-Fi,Yes,No
30276,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30277,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
30278,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30279,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
30280,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
30281,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30282,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
30283,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30284,No,Without Offers,Both,Fiber_Optic,Yes,No
30285,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30286,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30287,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
30288,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30289,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30290,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30291,No,Without Offers,Desktop,Fiber_Optic,No,Yes
30292,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30293,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30294,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30295,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30296,No,Without Offers,Desktop,Wi-Fi,Yes,No
30297,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
30298,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30299,No,Without Offers,Both,Wi-Fi,No,Yes
30300,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30301,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30302,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30303,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30304,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30305,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30306,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
30307,No,Without Offers,Desktop,Mobile_Data,No,Yes
30308,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30309,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30310,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30311,No,Without Offers,Desktop,Wi-Fi,No,Yes
30312,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30313,No,Without Offers,Desktop,Mobile_Data,Yes,No
30314,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
30315,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
30316,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30317,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30318,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30319,No,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
30320,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30321,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30322,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30323,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30324,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30325,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30326,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30327,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
30328,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30329,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30330,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30331,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
30332,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30333,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30334,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
30335,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
30336,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
30337,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
30338,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30339,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30340,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30341,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30342,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30343,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30344,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
30345,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30346,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30347,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30348,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30349,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30350,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30351,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30352,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
30353,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30354,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30355,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
30356,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30357,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30358,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
30359,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30360,No,Without Offers,Desktop,Wi-Fi,No,Yes
30361,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30362,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30363,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30364,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30365,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30366,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
30367,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30368,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
30369,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30370,No,Without Offers,Smartphone,Mobile_Data,No,Yes
30371,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30372,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30373,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30374,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30375,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30376,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30377,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
30378,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30379,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
30380,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
30381,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30382,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30383,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
30384,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30385,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
30386,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30387,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30388,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30389,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30390,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30391,No,Without Offers,Both,Wi-Fi,No,Yes
30392,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30393,No,Without Offers,Both,Mobile_Data,No,Yes
30394,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30395,No,Without Offers,Smartphone,Wi-Fi,No,Yes
30396,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
30397,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
30398,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
30399,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30400,No,Without Offers,Desktop,Wi-Fi,No,Yes
30401,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
30402,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
30403,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
30404,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30405,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
30406,No,Without Offers,Desktop,Fiber_Optic,No,Yes
30407,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30408,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
30409,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30410,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30411,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30412,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
30413,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30414,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30415,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
30416,Yes,Without Offers,Both,Mobile_Data,No,Yes
30417,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30418,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30419,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
30420,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30421,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30422,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30423,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30424,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30425,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
30426,No,Without Offers,Smartphone,Wi-Fi,No,Yes
30427,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30428,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30429,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30430,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30431,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30432,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30433,No,Without Offers,Desktop,Mobile_Data,No,Yes
30434,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,Yes
30435,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
30436,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
30437,No,Without Offers,Smartphone,Mobile_Data,No,Yes
30438,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30439,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30440,No,Without Offers,Smartphone,Wi-Fi,Yes,No
30441,No,Without Offers,Both,Mobile_Data,No,Yes
30442,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30443,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30444,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
30445,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,Yes
30446,No,Without Offers,Desktop,Wi-Fi,Yes,No
30447,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30448,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
30449,No,Without Offers,Smartphone,Mobile_Data,Yes,Yes
30450,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30451,No,Without Offers,Desktop,Fiber_Optic,Yes,Yes
30452,No,Without Offers,Smartphone,Wi-Fi,No,Yes
30453,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30454,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30455,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30456,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
30457,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30458,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30459,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30460,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30461,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30462,No,Without Offers,Both,Fiber_Optic,Yes,No
30463,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30464,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
30465,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30466,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30467,No,Without Offers,Desktop,Fiber_Optic,No,Yes
30468,No,Without Offers,Desktop,Fiber_Optic,No,Yes
30469,No,Without Offers,Smartphone,Wi-Fi,No,Yes
30470,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
30471,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
30472,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
30473,No,Without Offers,Smartphone,Wi-Fi,Yes,Yes
30474,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30475,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30476,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30477,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30478,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30479,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30480,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
30481,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30482,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30483,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30484,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30485,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30486,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30487,Yes,Without Offers,Desktop,Wi-Fi,Yes,Yes
30488,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
30489,No,Without Offers,Desktop,Fiber_Optic,No,Yes
30490,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
30491,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30492,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30493,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30494,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30495,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30496,No,Without Offers,Smartphone,Mobile_Data,Yes,No
30497,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
30498,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30499,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30500,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30501,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30502,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
30503,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
30504,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
30505,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
30506,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30507,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes
30508,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,Yes
30509,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
30510,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30511,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
30512,No,Without Offers,Desktop,Fiber_Optic,Yes,No
30513,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30514,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30515,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30516,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30517,No,Without Offers,Desktop,Mobile_Data,No,Yes
30518,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30519,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30520,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
30521,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
30522,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
30523,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
30524,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
30525,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30526,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30527,Yes,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
30528,Yes,Without Offers,Both,Mobile_Data,No,Yes
30529,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30530,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
30531,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30532,No,Without Offers,Desktop,Wi-Fi,No,Yes
30533,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30534,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30535,No,Without Offers,Desktop,Fiber_Optic,Yes,No
30536,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30537,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30538,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
30539,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
30540,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30541,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
30542,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
30543,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
30544,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30545,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30546,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30547,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
30548,No,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
30549,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30550,No,Without Offers,Desktop,Mobile_Data,No,Yes
30551,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
30552,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
30553,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
30554,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30555,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30556,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30557,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
30558,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
30559,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30560,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
30561,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
30562,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
30563,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30564,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30565,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
30566,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30567,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30568,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30569,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
30570,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30571,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
30572,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30573,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
30574,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
30575,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30576,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes
30577,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
30578,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
30579,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
30580,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
30581,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30582,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30583,No,Without Offers,Desktop,Wi-Fi,No,Yes
30584,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
30585,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
30586,No,Without Offers,Desktop,Fiber_Optic,Yes,No
30587,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
30588,No,Without Offers,Smartphone,Mobile_Data,No,Yes
30589,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
30590,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
30591,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
30592,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
30593,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30594,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
30595,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
30596,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
30597,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
30598,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
